제목,저자,장르,연도,연도 근거,링크,발행처,비고,통합 통계
局外人 2,,기타,,발표 시기 미상,,,번역서 1종 · 예: 局外人 2,포함
Избранные корейские рассказы нового времени,,기타,,발표 시기 미상,,,번역서 1종 · 예: Избранные корейские рассказы нового времени,포함
Looking for a Horse,,기타,,발표 시기 미상,,,번역서 1종 · 예: Looking for a Horse,포함
Song of Everlasting Spring,,기타,,발표 시기 미상,,,번역서 1종 · 예: Song of Everlasting Spring,포함
Hefte für Ostasiatische Literatur 62,,기타,,발표 시기 미상,,,번역서 1종 · 예: Hefte für Ostasiatische Literatur 62,포함
Kapitan Ri,,기타,,발표 시기 미상,,,번역서 1종 · 예: Kapitan Ri,포함
Корейские новеллы,,기타,,발표 시기 미상,,,번역서 1종 · 예: Корейские новеллы,포함
Я буду рядом,,기타,,발표 시기 미상,,,번역서 1종 · 예: Я буду рядом,포함
The Cloudburst,,기타,,발표 시기 미상,,,번역서 1종 · 예: The Cloudburst,포함
Tungsin-bul,,기타,,발표 시기 미상,,,번역서 1종 · 예: Tungsin-bul,포함
The Poetry of John,,시,,발표 시기 미상,,,번역서 1종 · 예: The Poetry of John,포함
Rainy Days,,기타,,발표 시기 미상,,,번역서 1종 · 예: Rainy Days,포함
"Пожалуйста, позаботься о маме",,기타,,발표 시기 미상,,,"번역서 1종 · 예: Пожалуйста, позаботься о маме",포함
Отправляясь снова,,기타,,발표 시기 미상,,,번역서 1종 · 예: Отправляясь снова,포함
Чудес не бывает,,기타,,발표 시기 미상,,,번역서 1종 · 예: Чудес не бывает,포함
Золотые слова корейского народа,,기타,,발표 시기 미상,,,번역서 1종 · 예: Золотые слова корейского народа,포함
太王四神記 (上),,기타,,발표 시기 미상,,,번역서 1종 · 예: 太王四神記 (上),포함
神の器,,기타,,발표 시기 미상,,,번역서 1종 · 예: 神の器,포함
Kong's Garden,,기타,,발표 시기 미상,,,번역서 1종 · 예: Kong's Garden,포함
Homecoming,,기타,,발표 시기 미상,,,번역서 1종 · 예: Homecoming,포함
Danny,,기타,,발표 시기 미상,,,번역서 1종 · 예: Danny,포함
Korean Children's Favorite Stories,,단편소설,,발표 시기 미상,,,번역서 1종 · 예: Korean Children's Favorite Stories,포함
Wave,,기타,,발표 시기 미상,,,번역서 1종 · 예: Wave,포함
生きとし生けるものに幸あれ,,기타,,발표 시기 미상,,,번역서 1종 · 예: 生きとし生けるものに幸あれ,포함
失われた記憶を求めて,,기타,,발표 시기 미상,,,번역서 1종 · 예: 失われた記憶を求めて,포함
(愛より残酷) ロシアン珈琲,,기타,,발표 시기 미상,,,번역서 1종 · 예: (愛より残酷) ロシアン珈琲,포함
清く香しく,,기타,,발표 시기 미상,,,번역서 1종 · 예: 清く香しく,포함
光州の五月,,기타,,발표 시기 미상,,,번역서 1종 · 예: 光州の五月,포함
月の街 山の街,,기타,,발표 시기 미상,,,번역서 1종 · 예: 月の街 山の街,포함
端宗哀史,,기타,,발표 시기 미상,,,번역서 1종 · 예: 端宗哀史,포함
Losing a Sister,,기타,,발표 시기 미상,,,번역서 1종 · 예: Losing a Sister,포함
An Idiot's Delight,,기타,,발표 시기 미상,,,번역서 1종 · 예: An Idiot's Delight,포함
Mama and the Boarder,,기타,,발표 시기 미상,,,번역서 1종 · 예: Mama and the Boarder,포함
Seaside Village,,기타,,발표 시기 미상,,,번역서 1종 · 예: Seaside Village,포함
Juvesenility,,기타,,발표 시기 미상,,,번역서 1종 · 예: Juvesenility,포함
Flores de un momento,,기타,,발표 시기 미상,,,번역서 1종 · 예: Flores de un momento,포함
Новое начало,,기타,,발표 시기 미상,,,번역서 1종 · 예: Новое начало,포함
ライティングクラブ,,기타,,발표 시기 미상,,,번역서 1종 · 예: ライティングクラブ,포함
TAM QUỐC SỬ KÝ I,,기타,,발표 시기 미상,,,번역서 1종 · 예: TAM QUỐC SỬ KÝ I,포함
В любви и бизнесе нет границ,,기타,,발표 시기 미상,,,번역서 1종 · 예: В любви и бизнесе нет границ,포함
Two Bankruptcies,,기타,,발표 시기 미상,,,번역서 1종 · 예: Two Bankruptcies,포함
Chants des saisons,,기타,,발표 시기 미상,,,번역서 1종 · 예: Chants des saisons,포함
Leaves of Grass,,기타,,발표 시기 미상,,,번역서 1종 · 예: Leaves of Grass,포함
PRIMAVERA HELADA,,기타,,발표 시기 미상,,,번역서 1종 · 예: PRIMAVERA HELADA,포함
Mong Mong - Chú cún ham đọc sách,,기타,,발표 시기 미상,,,번역서 1종 · 예: Mong Mong - Chú cún ham đọc sách,포함
Gấu Koda - Làn hơi ấm,,기타,,발표 시기 미상,,,번역서 1종 · 예: Gấu Koda - Làn hơi ấm,포함
корейски разкази,,기타,,발표 시기 미상,,,번역서 1종 · 예: корейски разкази,포함
西便制,,기타,,발표 시기 미상,,,번역서 1종 · 예: 西便制,포함
化身九双鞋的男人,,기타,,발표 시기 미상,,,번역서 1종 · 예: 化身九双鞋的男人,포함
Tôi Đã Chết Vào Một Ngày Nào Đó,,기타,,발표 시기 미상,,,번역서 1종 · 예: Tôi Đã Chết Vào Một Ngày Nào Đó,포함
Barley,,기타,,발표 시기 미상,,,번역서 1종 · 예: Barley,포함
Style Kinh tụng thời trang,,기타,,발표 시기 미상,,,번역서 1종 · 예: Style Kinh tụng thời trang,포함
Bước Chậm Lại Giữa Thế Gian Vội Vã,,기타,,발표 시기 미상,,,번역서 1종 · 예: Bước Chậm Lại Giữa Thế Gian Vội Vã,포함
L'altra faccia di un ricordo oscuro,,기타,,발표 시기 미상,,,번역서 1종 · 예: L'altra faccia di un ricordo oscuro,포함
Korean folk dance,,기타,,발표 시기 미상,,,번역서 1종 · 예: Korean folk dance,포함
Korean ceramics,,기타,,발표 시기 미상,,,번역서 1종 · 예: Korean ceramics,포함
『無情』の硏究,,기타,,발표 시기 미상,,,번역서 1종 · 예: 『無情』の硏究,포함
La Baleine,,기타,,발표 시기 미상,,,번역서 1종 · 예: La Baleine,포함
朝鮮前期仏像納入織物の研究,,기타,,발표 시기 미상,,,번역서 1종 · 예: 朝鮮前期仏像納入織物の研究,포함
マッコリの正体 - その歴史と文化,,기타,,발표 시기 미상,,,번역서 1종 · 예: マッコリの正体 - その歴史と文化,포함
Exploring the National Museum of Korea,,기타,,발표 시기 미상,,,번역서 1종 · 예: Exploring the National Museum of Korea,포함
面条之路,,기타,,발표 시기 미상,,,번역서 1종 · 예: 面条之路,포함
رحلة إلى سيول,,기타,,발표 시기 미상,,,번역서 1종 · 예: رحلة إلى سيول,포함
The Ancient Garden,,기타,,발표 시기 미상,,,번역서 1종 · 예: The Ancient Garden,포함
Zaopiekuj się moją mamą,,기타,,발표 시기 미상,,,번역서 1종 · 예: Zaopiekuj się moją mamą,포함
La ville grise,,기타,,발표 시기 미상,,,번역서 1종 · 예: La ville grise,포함
QUI A TENDU UN PIÈGE DANS LA PINÈDE PAR UNE JOURNÉE FLEURIE DE PRINTEMPS ?,,기타,,발표 시기 미상,,,번역서 1종 · 예: QUI A TENDU UN PIÈGE DANS LA PINÈDE PAR UNE JOURNÉE FLEURIE DE PRINTEMPS ?,포함
A Moment's Grace,,기타,,발표 시기 미상,,,번역서 1종 · 예: A Moment's Grace,포함
An Anthlolgy of Korean Sijo,,기타,,발표 시기 미상,,,번역서 1종 · 예: An Anthlolgy of Korean Sijo,포함
On An Autumn Night,,기타,,발표 시기 미상,,,번역서 1종 · 예: On An Autumn Night,포함
LES CERISIERS DU JAPON,,기타,,발표 시기 미상,,,번역서 1종 · 예: LES CERISIERS DU JAPON,포함
THÀNH PHỐ ĐỒ CHƠI,,기타,,발표 시기 미상,,,번역서 1종 · 예: THÀNH PHỐ ĐỒ CHƠI,포함
白頭大幹,,기타,,발표 시기 미상,,,번역서 1종 · 예: 白頭大幹,포함
山のある家井戸のある家,,기타,,발표 시기 미상,,,번역서 1종 · 예: 山のある家井戸のある家,포함
Республика корея,,기타,,발표 시기 미상,,,번역서 1종 · 예: Республика корея,포함
Korea Müüt,,기타,,발표 시기 미상,,,번역서 1종 · 예: Korea Müüt,포함
La Confesión,,기타,,발표 시기 미상,,,번역서 1종 · 예: La Confesión,포함
Cat School,,기타,,발표 시기 미상,,,번역서 1종 · 예: Cat School,포함
Nasze Szczęśliwe Czasy,,기타,,발표 시기 미상,,,번역서 1종 · 예: Nasze Szczęśliwe Czasy,포함
Ce n'est pas la faute de Dieu,,기타,,발표 시기 미상,,,번역서 1종 · 예: Ce n'est pas la faute de Dieu,포함
Long long time ago,,기타,,발표 시기 미상,,,번역서 1종 · 예: Long long time ago,포함
ЭЖИЙГЭЭ ДААТГАЯ,,기타,,발표 시기 미상,,,번역서 1종 · 예: ЭЖИЙГЭЭ ДААТГАЯ,포함
With the Love for the Stars,,기타,,발표 시기 미상,,,번역서 1종 · 예: With the Love for the Stars,포함
Deset tisíc životů,,기타,,발표 시기 미상,,,번역서 1종 · 예: Deset tisíc životů,포함
Admonitions on governing the people,,기타,,발표 시기 미상,,,번역서 1종 · 예: Admonitions on governing the people,포함
ANTHOLOGIE DE LA POÉSIE CORÉENNE DU ⅩⅥ SIÈCLE,,기타,,발표 시기 미상,,,번역서 1종 · 예: ANTHOLOGIE DE LA POÉSIE CORÉENNE DU ⅩⅥ SIÈCLE,포함
Contos Contemporâneos Coreanos,,기타,,발표 시기 미상,,,번역서 1종 · 예: Contos Contemporâneos Coreanos,포함
素食主义者,,기타,,발표 시기 미상,,,번역서 1종 · 예: 素食主义者,포함
BIENVENUE,,기타,,발표 시기 미상,,,번역서 1종 · 예: BIENVENUE,포함
木刻八万大藏经的秘密,,기타,,발표 시기 미상,,,번역서 1종 · 예: 木刻八万大藏经的秘密,포함
À LA SOUPE !,,기타,,발표 시기 미상,,,번역서 1종 · 예: À LA SOUPE !,포함
あなたが愛しいだけです,,기타,,발표 시기 미상,,,번역서 1종 · 예: あなたが愛しいだけです,포함
Enough to say it's far,,기타,,발표 시기 미상,,,번역서 1종 · 예: Enough to say it's far,포함
MINA,,기타,,발표 시기 미상,,,번역서 1종 · 예: MINA,포함
LI CHIN,,기타,,발표 시기 미상,,,번역서 1종 · 예: LI CHIN,포함
代理市长,,기타,,발표 시기 미상,https://library.ltikorea.or.kr/translatedbooks/10839,,번역서 2종 · 중국어(간체) · 예: 代理市长,포함
金银岛,,기타,,발표 시기 미상,,,번역서 1종 · 예: 金银岛,포함
Heimatlos,,기타,,발표 시기 미상,,,번역서 1종 · 예: Heimatlos,포함
Die Geschichte der Unyŏng,,기타,,발표 시기 미상,,,번역서 1종 · 예: Die Geschichte der Unyŏng,포함
Schwarze Blume,,기타,,발표 시기 미상,,,번역서 1종 · 예: Schwarze Blume,포함
Der Sohn des Dieners und andere Erzählungen,,단편소설,,발표 시기 미상,,,번역서 1종 · 예: Der Sohn des Dieners und andere Erzählungen,포함
Frog’s tears and other stories,,단편소설,,발표 시기 미상,,,번역서 1종 · 예: Frog’s tears and other stories,포함
Je veux aller dans cette île,,기타,,발표 시기 미상,,,번역서 1종 · 예: Je veux aller dans cette île,포함
À QUI MIEUX MIEUX,,기타,,발표 시기 미상,,,번역서 1종 · 예: À QUI MIEUX MIEUX,포함
L'impero delle luci,,기타,,발표 시기 미상,,,번역서 1종 · 예: L'impero delle luci,포함
LES ROMANS MEURTRIERS,,기타,,발표 시기 미상,,,번역서 1종 · 예: LES ROMANS MEURTRIERS,포함
钱的战争,,기타,,발표 시기 미상,,,번역서 1종 · 예: 钱的战争,포함
白色人间,,기타,,발표 시기 미상,,,번역서 1종 · 예: 白色人间,포함
失迷背后,,기타,,발표 시기 미상,,,번역서 1종 · 예: 失迷背后,포함
山茶花,,기타,,발표 시기 미상,,,번역서 1종 · 예: 山茶花,포함
Please look after mother,,기타,,발표 시기 미상,,,번역서 1종 · 예: Please look after mother,포함
韓国演劇史—伝統と現代,,기타,,발표 시기 미상,,,번역서 1종 · 예: 韓国演劇史—伝統と現代,포함
朝鮮文学の知性 金起林,,기타,,발표 시기 미상,,,번역서 1종 · 예: 朝鮮文学の知性 金起林,포함
朝鮮民譚集,,기타,,발표 시기 미상,,,번역서 1종 · 예: 朝鮮民譚集,포함
光の帝国,,기타,,발표 시기 미상,,,번역서 1종 · 예: 光の帝国,포함
マイスウィートソウル,,기타,,발표 시기 미상,,,번역서 1종 · 예: マイスウィートソウル,포함
小新郎的栗子树,,기타,,발표 시기 미상,,,번역서 1종 · 예: 小新郎的栗子树,포함
荆棘冠冕的画像,,기타,,발표 시기 미상,,,번역서 1종 · 예: 荆棘冠冕的画像,포함
薯童谣,,기타,,발표 시기 미상,,,번역서 1종 · 예: 薯童谣,포함
謀略の半島,,기타,,발표 시기 미상,,,번역서 1종 · 예: 謀略の半島,포함
京城トロイカ,,기타,,발표 시기 미상,,,번역서 1종 · 예: 京城トロイカ,포함
风之画员,,기타,,발표 시기 미상,,,번역서 1종 · 예: 风之画员,포함
那男那女,,기타,,발표 시기 미상,,,번역서 1종 · 예: 那男那女,포함
もうひとり夫が欲しい,,기타,,발표 시기 미상,,,번역서 1종 · 예: もうひとり夫が欲しい,포함
つつじの花,,기타,,발표 시기 미상,,,번역서 1종 · 예: つつじの花,포함
韓國時調選集 古時調ㆍ現代時調,,기타,,발표 시기 미상,,,번역서 1종 · 예: 韓國時調選集 古時調ㆍ現代時調,포함
韓国の古典小說,,기타,,발표 시기 미상,,,번역서 1종 · 예: 韓国の古典小說,포함
おり姫の日記帳,,기타,,발표 시기 미상,,,번역서 1종 · 예: おり姫の日記帳,포함
凤顺姐姐,,기타,,발표 시기 미상,,,번역서 1종 · 예: 凤顺姐姐,포함
浩哲的魔力眼镜,,기타,,발표 시기 미상,,,번역서 1종 · 예: 浩哲的魔力眼镜,포함
阿娘はなぜ,,기타,,발표 시기 미상,,,번역서 1종 · 예: 阿娘はなぜ,포함
Myths and Legends from Korea,,기타,,발표 시기 미상,,,번역서 1종 · 예: Myths and Legends from Korea,포함
"Southerners, northerners",,기타,,발표 시기 미상,,,"번역서 1종 · 예: Southerners, northerners",포함
13号橱柜,,기타,,발표 시기 미상,,,번역서 1종 · 예: 13号橱柜,포함
妈妈的酱汤馆,,기타,,발표 시기 미상,,,번역서 1종 · 예: 妈妈的酱汤馆,포함
Měsíc mysli úplně kulatý,,기타,,발표 시기 미상,,,번역서 1종 · 예: Měsíc mysli úplně kulatý,포함
Unkraut und andere Prosa,,기타,,발표 시기 미상,,,번역서 1종 · 예: Unkraut und andere Prosa,포함
"DÉLIEK, ÉSZAKIAK",,기타,,발표 시기 미상,,,"번역서 1종 · 예: DÉLIEK, ÉSZAKIAK",포함
لانه آسمان,,기타,,발표 시기 미상,,,번역서 1종 · 예: لانه آسمان,포함
La vie rêvée des plantes,,기타,,발표 시기 미상,,,번역서 1종 · 예: La vie rêvée des plantes,포함
我心中的风琴声,,기타,,발표 시기 미상,,,번역서 1종 · 예: 我心中的风琴声,포함
公无渡河,,기타,,발표 시기 미상,,,번역서 1종 · 예: 公无渡河,포함
初恋,,기타,,발표 시기 미상,,,번역서 1종 · 예: 初恋,포함
韓国昔ばなし,,기타,,발표 시기 미상,,,번역서 1종 · 예: 韓国昔ばなし,포함
Until peonies bloom,,기타,,발표 시기 미상,,,번역서 1종 · 예: Until peonies bloom,포함
The long road,,기타,,발표 시기 미상,,,번역서 1종 · 예: The long road,포함
Tempelklokken,,기타,,발표 시기 미상,,,번역서 1종 · 예: Tempelklokken,포함
Himalaya Poems,,시,,발표 시기 미상,,,번역서 1종 · 예: Himalaya Poems,포함
"Levante um pouquinho, por favor!",,기타,,발표 시기 미상,,,"번역서 1종 · 예: Levante um pouquinho, por favor!",포함
"Achem meu pai, por favor!",,기타,,발표 시기 미상,,,"번역서 1종 · 예: Achem meu pai, por favor!",포함
"The sound of water, the sound of wind and other early works by a mountain monk",,기타,,발표 시기 미상,,,"번역서 1종 · 예: The sound of water, the sound of wind and other early works by a mountain monk",포함
The red room,,기타,,발표 시기 미상,,,번역서 1종 · 예: The red room,포함
"Você se lembra, Andorinha?",,기타,,발표 시기 미상,,,"번역서 1종 · 예: Você se lembra, Andorinha?",포함
O castelo da bruxa confusa,,기타,,발표 시기 미상,,,번역서 1종 · 예: O castelo da bruxa confusa,포함
O sonho de Dam-Dam e do sr. Gom-Gom,,기타,,발표 시기 미상,,,번역서 1종 · 예: O sonho de Dam-Dam e do sr. Gom-Gom,포함
鬼神のすむ家,,기타,,발표 시기 미상,,,번역서 1종 · 예: 鬼神のすむ家,포함
流苏树,,기타,,발표 시기 미상,,,번역서 1종 · 예: 流苏树,포함
The old garden,,기타,,발표 시기 미상,,,번역서 1종 · 예: The old garden,포함
Blütenneid,,기타,,발표 시기 미상,,,번역서 1종 · 예: Blütenneid,포함
为爱疯狂,,기타,,발표 시기 미상,,,번역서 1종 · 예: 为爱疯狂,포함
船歌,,기타,,발표 시기 미상,,,번역서 1종 · 예: 船歌,포함
Traditional performing arts of Korea,,기타,,발표 시기 미상,,,번역서 1종 · 예: Traditional performing arts of Korea,포함
Korea style,,기타,,발표 시기 미상,,,번역서 1종 · 예: Korea style,포함
Heimat,,기타,,발표 시기 미상,,,번역서 1종 · 예: Heimat,포함
ДОЧЕРИ АПТЕКАРЯ КИМА,,기타,,발표 시기 미상,,,번역서 1종 · 예: ДОЧЕРИ АПТЕКАРЯ КИМА,포함
The Clowns,,기타,,발표 시기 미상,,,번역서 1종 · 예: The Clowns,포함
Understanding Korean American Literature,,기타,,발표 시기 미상,,,번역서 1종 · 예: Understanding Korean American Literature,포함
玩偶之城,,기타,,발표 시기 미상,,,번역서 1종 · 예: 玩偶之城,포함
"Điều Gì Xảy Ra, Ai Biết…",,기타,,발표 시기 미상,,,"번역서 1종 · 예: Điều Gì Xảy Ra, Ai Biết…",포함
"Ода о драконах, летяших к небу",,기타,,발표 시기 미상,,,"번역서 1종 · 예: Ода о драконах, летяших к небу",포함
The Requiem for Peace,,기타,,발표 시기 미상,,,번역서 1종 · 예: The Requiem for Peace,포함
韓国科學史,,기타,,발표 시기 미상,,,번역서 1종 · 예: 韓国科學史,포함
韓國道敎思想,,기타,,발표 시기 미상,,,번역서 1종 · 예: 韓國道敎思想,포함
深林之屋,,기타,,발표 시기 미상,,,번역서 1종 · 예: 深林之屋,포함
The Crane in the Clouds: Shijo,,기타,,발표 시기 미상,,,번역서 1종 · 예: The Crane in the Clouds: Shijo,포함
Geheimnisse und Lügen,,기타,,발표 시기 미상,,,번역서 1종 · 예: Geheimnisse und Lügen,포함
朝鮮王宮の樹木,,기타,,발표 시기 미상,,,번역서 1종 · 예: 朝鮮王宮の樹木,포함
Gyeongju Namsan,,기타,,발표 시기 미상,,,번역서 1종 · 예: Gyeongju Namsan,포함
"Communautés villageoises, réseaux urbains",,기타,,발표 시기 미상,,,"번역서 1종 · 예: Communautés villageoises, réseaux urbains",포함
"Traditions, rituels, croyances",,기타,,발표 시기 미상,,,"번역서 1종 · 예: Traditions, rituels, croyances",포함
Je suis un écrivain fantôme,,기타,,발표 시기 미상,,,번역서 1종 · 예: Je suis un écrivain fantôme,포함
Ein Frühlingstag im Paradies,,기타,,발표 시기 미상,,,번역서 1종 · 예: Ein Frühlingstag im Paradies,포함
柏林狂想曲,,기타,,발표 시기 미상,,,번역서 1종 · 예: 柏林狂想曲,포함
The Great Retreat and Other Plays,,희곡,,발표 시기 미상,,,번역서 1종 · 예: The Great Retreat and Other Plays,포함
Buddha,,기타,,발표 시기 미상,,,번역서 1종 · 예: Buddha,포함
Das metallkunsthandwerk des alten Korea,,기타,,발표 시기 미상,,,번역서 1종 · 예: Das metallkunsthandwerk des alten Korea,포함
La hoja negra dentro de la boca,,기타,,발표 시기 미상,,,번역서 1종 · 예: La hoja negra dentro de la boca,포함
世界的尽头，我的女友,,기타,,발표 시기 미상,,,번역서 1종 · 예: 世界的尽头，我的女友,포함
Kamelien,,기타,,발표 시기 미상,,,번역서 1종 · 예: Kamelien,포함
Wolkenträume,,기타,,발표 시기 미상,,,번역서 1종 · 예: Wolkenträume,포함
Říše světla,,기타,,발표 시기 미상,,,번역서 1종 · 예: Říše světla,포함
SUR LES TRACES du SERPENT BLANT,,기타,,발표 시기 미상,,,번역서 1종 · 예: SUR LES TRACES du SERPENT BLANT,포함
"A Most Ambiguous Sunday, and Other Stories",,단편소설,,발표 시기 미상,,,"번역서 1종 · 예: A Most Ambiguous Sunday, and Other Stories",포함
My Son's Girlfriend,,기타,,발표 시기 미상,,,번역서 1종 · 예: My Son's Girlfriend,포함
When Adam Opens His Eyes,,기타,,발표 시기 미상,,,번역서 1종 · 예: When Adam Opens His Eyes,포함
КΛУБ ФАНТАЗИЙ,,기타,,발표 시기 미상,,,번역서 1종 · 예: КΛУБ ФАНТАЗИЙ,포함
"Истории, записанные на горе Золотая Черепаха",,기타,,발표 시기 미상,,,"번역서 1종 · 예: Истории, записанные на горе Золотая Черепаха",포함
BLÜTEN DES AUGENBLICKS,,기타,,발표 시기 미상,,,번역서 1종 · 예: BLÜTEN DES AUGENBLICKS,포함
One Spoon on This Earth,,기타,,발표 시기 미상,,,번역서 1종 · 예: One Spoon on This Earth,포함
Kim Ki-Duk Barbar oder Sündenbock?,,기타,,발표 시기 미상,,,번역서 1종 · 예: Kim Ki-Duk Barbar oder Sündenbock?,포함
Betriebsferien und andere Umstände,,기타,,발표 시기 미상,,,번역서 1종 · 예: Betriebsferien und andere Umstände,포함
Stingray,,기타,,발표 시기 미상,,,번역서 1종 · 예: Stingray,포함
LES PIQUETS DE MA MÈRE,,기타,,발표 시기 미상,,,번역서 1종 · 예: LES PIQUETS DE MA MÈRE,포함
LES RATS DE MUSÉE,,기타,,발표 시기 미상,,,번역서 1종 · 예: LES RATS DE MUSÉE,포함
"女人, 因画而幸福",,기타,,발표 시기 미상,,,"번역서 1종 · 예: 女人, 因画而幸福",포함
占领果园,,기타,,발표 시기 미상,,,번역서 1종 · 예: 占领果园,포함
La Letteratura Coreana,,기타,,발표 시기 미상,,,번역서 1종 · 예: La Letteratura Coreana,포함
菜食主義者,,기타,,발표 시기 미상,,,번역서 1종 · 예: 菜食主義者,포함
Ghostface,,기타,,발표 시기 미상,,,번역서 1종 · 예: Ghostface,포함
讓倒數第一變成第一名的神奇力量,,기타,,발표 시기 미상,,,번역서 1종 · 예: 讓倒數第一變成第一名的神奇力量,포함
Annyira kisaly vagy!,,기타,,발표 시기 미상,,,번역서 1종 · 예: Annyira kisaly vagy!,포함
A VEGETARIANA,,기타,,발표 시기 미상,,,번역서 1종 · 예: A VEGETARIANA,포함
La douce main du temps,,기타,,발표 시기 미상,,,번역서 1종 · 예: La douce main du temps,포함
KOREANISCHE LITERATUR DES 20. JAHRHUNDERTS,,기타,,발표 시기 미상,,,번역서 1종 · 예: KOREANISCHE LITERATUR DES 20. JAHRHUNDERTS,포함
Autobiographie aus Eis,,기타,,발표 시기 미상,,,번역서 1종 · 예: Autobiographie aus Eis,포함
На краю жизни,,기타,,발표 시기 미상,,,번역서 1종 · 예: На краю жизни,포함
请到玉米地来,,기타,,발표 시기 미상,,,번역서 1종 · 예: 请到玉米地来,포함
Setkání,,기타,,발표 시기 미상,,,번역서 1종 · 예: Setkání,포함
碎嘴男孩的一地鸡毛,,기타,,발표 시기 미상,,,번역서 1종 · 예: 碎嘴男孩的一地鸡毛,포함
我不是绯闻女生,,기타,,발표 시기 미상,,,번역서 1종 · 예: 我不是绯闻女生,포함
傻傻孩的幸福时光,,기타,,발표 시기 미상,,,번역서 1종 · 예: 傻傻孩的幸福时光,포함
MigayaLa dernière princesse chauve-souris,,기타,,발표 시기 미상,,,번역서 1종 · 예: MigayaLa dernière princesse chauve-souris,포함
Caves,,기타,,발표 시기 미상,,,번역서 1종 · 예: Caves,포함
Toegye and Gobong Write Letters,,기타,,발표 시기 미상,,,번역서 1종 · 예: Toegye and Gobong Write Letters,포함
Ðường biển - cao tốc phát triển văn hóa,,기타,,발표 시기 미상,,,번역서 1종 · 예: Ðường biển - cao tốc phát triển văn hóa,포함
Die Kleine Echse Stummelschwanz,,기타,,발표 시기 미상,,,번역서 1종 · 예: Die Kleine Echse Stummelschwanz,포함
Cô Gà Mái Xổng Chuồng,,기타,,발표 시기 미상,,,번역서 1종 · 예: Cô Gà Mái Xổng Chuồng,포함
histoire d'un couple,,기타,,발표 시기 미상,,,번역서 1종 · 예: histoire d'un couple,포함
Tradycyjne malarstwo koreańskie,,기타,,발표 시기 미상,,,번역서 1종 · 예: Tradycyjne malarstwo koreańskie,포함
Наставление царю цветов,,기타,,발표 시기 미상,,,번역서 1종 · 예: Наставление царю цветов,포함
THE HEN WHO DREAMED SHE COULD FLY,,기타,,발표 시기 미상,,,번역서 1종 · 예: THE HEN WHO DREAMED SHE COULD FLY,포함
Choreographers in Motion,,기타,,발표 시기 미상,,,번역서 1종 · 예: Choreographers in Motion,포함
Le Vieux Journal,,기타,,발표 시기 미상,,,번역서 1종 · 예: Le Vieux Journal,포함
Тайна и ложь,,기타,,발표 시기 미상,,,번역서 1종 · 예: Тайна и ложь,포함
Сон в зAоблачных высях,,기타,,발표 시기 미상,,,번역서 1종 · 예: Сон в зAоблачных высях,포함
Песни Западного края,,기타,,발표 시기 미상,,,번역서 1종 · 예: Песни Западного края,포함
白樂晴： 分斷體制 · 民族文學,,기타,,발표 시기 미상,,,번역서 1종 · 예: 白樂晴： 分斷體制 · 民族文學,포함
Тайная жизнь растений,,기타,,발표 시기 미상,,,번역서 1종 · 예: Тайная жизнь растений,포함
PIERROT EN MAL DE LUNE,,기타,,발표 시기 미상,,,번역서 1종 · 예: PIERROT EN MAL DE LUNE,포함
La vida secreta de las plantas,,기타,,발표 시기 미상,,,번역서 1종 · 예: La vida secreta de las plantas,포함
Espejismos de otoño,,기타,,발표 시기 미상,,,번역서 1종 · 예: Espejismos de otoño,포함
Cinco Poetas Contemporáneos de Corea,,기타,,발표 시기 미상,,,번역서 1종 · 예: Cinco Poetas Contemporáneos de Corea,포함
Cesta k probuzeni v tradici korejskeho buddhismu,,기타,,발표 시기 미상,,,번역서 1종 · 예: Cesta k probuzeni v tradici korejskeho buddhismu,포함
丁若镛哲学思想研究,,기타,,발표 시기 미상,,,번역서 1종 · 예: 丁若镛哲学思想研究,포함
寻找不会唠叨的父母大人,,기타,,발표 시기 미상,,,번역서 1종 · 예: 寻找不会唠叨的父母大人,포함
土鸡插班生遇上了完美男生,,기타,,발표 시기 미상,,,번역서 1종 · 예: 土鸡插班生遇上了完美男生,포함
Science and technology in Korean history,,기타,,발표 시기 미상,,,번역서 1종 · 예: Science and technology in Korean history,포함
Land and Life,,기타,,발표 시기 미상,,,번역서 1종 · 예: Land and Life,포함
Putain de pupitres!,,기타,,발표 시기 미상,,,번역서 1종 · 예: Putain de pupitres!,포함
Невеста речного,,기타,,발표 시기 미상,,,번역서 1종 · 예: Невеста речного,포함
Светлый источник,,기타,,발표 시기 미상,,,번역서 1종 · 예: Светлый источник,포함
Recherche sur les fresques tombales du royaume Coréen de Koguryo,,기타,,발표 시기 미상,,,번역서 1종 · 예: Recherche sur les fresques tombales du royaume Coréen de Koguryo,포함
韓國近代哲學の成立と展開,,기타,,발표 시기 미상,,,번역서 1종 · 예: 韓國近代哲學の成立と展開,포함
Im Gasthof,,기타,,발표 시기 미상,,,번역서 1종 · 예: Im Gasthof,포함
Kerker der Liebe,,기타,,발표 시기 미상,,,번역서 1종 · 예: Kerker der Liebe,포함
「玆山漁譜」を訪ねて,,기타,,발표 시기 미상,,,번역서 1종 · 예: 「玆山漁譜」を訪ねて,포함
Joudori,,기타,,발표 시기 미상,,,번역서 1종 · 예: Joudori,포함
"Banjjogi, der Halbling",,기타,,발표 시기 미상,,,"번역서 1종 · 예: Banjjogi, der Halbling",포함
