구분,날짜,날짜 근거,장르,제목,지은이,글자 수,원문 링크,본문 파일
시계열,1923-01-01,수록 문집 간행 연도,시,탄식,김억,119,https://ko.wikisource.org/wiki/%ED%95%B4%ED%8C%8C%EB%A6%AC%EC%9D%98_%EB%85%B8%EB%9E%98/%ED%83%84%EC%8B%9D,본문/시/김억 - 탄식 (1923-01-01).txt
시계열,1923-01-01,수록 문집 간행 연도,시,탈춤,김억,227,https://ko.wikisource.org/wiki/%ED%95%B4%ED%8C%8C%EB%A6%AC%EC%9D%98_%EB%85%B8%EB%9E%98/%ED%83%88%EC%B6%A4,본문/시/김억 - 탈춤 (1923-01-01).txt
시계열,1923-01-01,수록 문집 간행 연도,시,표박,김억,409,https://ko.wikisource.org/wiki/%ED%95%B4%ED%8C%8C%EB%A6%AC%EC%9D%98_%EB%85%B8%EB%9E%98/%ED%91%9C%EB%B0%95,본문/시/김억 - 표박 (1923-01-01).txt
시계열,1923-01-01,수록 문집 간행 연도,시,풀밭 위,김억,199,https://ko.wikisource.org/wiki/%ED%95%B4%ED%8C%8C%EB%A6%AC%EC%9D%98_%EB%85%B8%EB%9E%98/%ED%92%80%EB%B0%AD_%EC%9C%84,본문/시/김억 - 풀밭 위 (1923-01-01).txt
시계열,1923-01-01,수록 문집 간행 연도,시,피리,김억,95,https://ko.wikisource.org/wiki/%ED%95%B4%ED%8C%8C%EB%A6%AC%EC%9D%98_%EB%85%B8%EB%9E%98/%ED%94%BC%EB%A6%AC,본문/시/김억 - 피리 (1923-01-01).txt
시계열,1923-01-01,수록 문집 간행 연도,시,하품론,김억,113,https://ko.wikisource.org/wiki/%ED%95%B4%ED%8C%8C%EB%A6%AC%EC%9D%98_%EB%85%B8%EB%9E%98/%ED%95%98%ED%92%88%EB%A1%A0,본문/시/김억 - 하품론 (1923-01-01).txt
시계열,1923-01-01,발표 연도,소설,허생전,이광수,147743,https://ko.wikisource.org/wiki/%ED%97%88%EC%83%9D%EC%A0%84_%28%EC%9D%B4%EA%B4%91%EC%88%98%29,본문/소설/이광수 - 허생전 (1923-01-01).txt
시계열,1923-01-01,발표 연도,소설,현수문젼,,86169,https://ko.wikisource.org/wiki/%ED%98%84%EC%88%98%EB%AC%B8%EC%A0%84,본문/소설/작자 미상 - 현수문젼 (1923-01-01).txt
시계열,1923-01-01,수록 문집 간행 연도,시,화인,김억,238,https://ko.wikisource.org/wiki/%ED%95%B4%ED%8C%8C%EB%A6%AC%EC%9D%98_%EB%85%B8%EB%9E%98/%ED%99%94%EC%9D%B8,본문/시/김억 - 화인 (1923-01-01).txt
시계열,1923-01-01,수록 문집 간행 연도,시,황포(黃浦)의 바다,김억,95,https://ko.wikisource.org/wiki/%ED%95%B4%ED%8C%8C%EB%A6%AC%EC%9D%98_%EB%85%B8%EB%9E%98/%ED%99%A9%ED%8F%AC%EC%9D%98_%EB%B0%94%EB%8B%A4,본문/시/김억 - 황포(黃浦)의 바다 (1923-01-01).txt
시계열,1923-01-03,발표일,소설,천사,방정환,2329,https://ko.wikisource.org/wiki/%EC%B2%9C%EC%82%AC,본문/소설/방정환 - 천사 (1923-01-03).txt
시계열,1923-02-01,발표 월,시,님의 노래,김소월,168,https://ko.wikisource.org/wiki/%EC%A7%84%EB%8B%AC%EB%9E%98%EA%BD%83_%28%EC%8B%9C%EC%A7%91%29/%EB%8B%98%EC%9D%98_%EB%85%B8%EB%9E%98,본문/시/김소월 - 님의 노래 (1923-02-01).txt
시계열,1923-02-12,발표일,소설,가실,이광수,13207,https://ko.wikisource.org/wiki/%EA%B0%80%EC%8B%A4,본문/소설/이광수 - 가실 (1923-02-12).txt
시계열,1923-03-01,발표 월,소설,거룩한 이의 죽음,이광수,14436,https://ko.wikisource.org/wiki/%EA%B1%B0%EB%A3%A9%ED%95%9C_%EC%9D%B4%EC%9D%98_%EC%A3%BD%EC%9D%8C,본문/소설/이광수 - 거룩한 이의 죽음 (1923-03-01).txt
시계열,1923-03-01,발표 월,희곡,노래 주머니,방정환,7762,https://ko.wikisource.org/wiki/%EB%85%B8%EB%9E%98_%EC%A3%BC%EB%A8%B8%EB%8B%88,본문/희곡/방정환 - 노래 주머니 (1923-03-01).txt
시계열,1923-03-01,발표 월,시,논개,변영로,196,https://ko.wikisource.org/wiki/%EB%85%BC%EA%B0%9C,본문/시/변영로 - 논개 (1923-03-01).txt
시계열,1923-04-01,발표일,기타,나들이,뤼시앵 데카브,2139,https://ko.wikisource.org/wiki/%EB%82%98%EB%93%A4%EC%9D%B4,본문/기타/뤼시앵 데카브 - 나들이 (1923-04-01).txt
시계열,1923-04-01,발표 월,소설,눈 어두운 포수,방정환,2013,https://ko.wikisource.org/wiki/%EB%88%88_%EC%96%B4%EB%91%90%EC%9A%B4_%ED%8F%AC%EC%88%98,본문/소설/방정환 - 눈 어두운 포수 (1923-04-01).txt
시계열,1923-04-01,발표 월,기타,만세,알퐁스 도데,4337,https://ko.wikisource.org/wiki/%EB%A7%8C%EC%84%B8_%28%EB%A7%88%EC%A7%80%EB%A7%89_%EA%B3%BC%EC%A0%95%29,본문/기타/알퐁스 도데 - 만세 (1923-04-01).txt
시계열,1923-04-01,발표일,소설,황금(黃金) 거위,방정환,3742,https://ko.wikisource.org/wiki/%ED%99%A9%EA%B8%88_%EA%B1%B0%EC%9C%84,본문/소설/방정환 - 황금(黃金) 거위 (1923-04-01).txt
시계열,1923-04-10,창작일,시,위로,김명순,214,https://ko.wikisource.org/wiki/%EC%83%9D%EB%AA%85%EC%9D%98_%EA%B3%BC%EC%8B%A4/%EC%9C%84%EB%A1%9C,본문/시/김명순 - 위로 (1923-04-10).txt
시계열,1923-04-23,발표일,소설,영길이의 설움,방정환,2345,https://ko.wikisource.org/wiki/%EC%98%81%EA%B8%B8%EC%9D%B4%EC%9D%98_%EC%84%A4%EC%9B%80,본문/소설/방정환 - 영길이의 설움 (1923-04-23).txt
시계열,1923-05-01,발표 월,시,가을의 풍경,이상화,351,https://ko.wikisource.org/wiki/%EA%B0%80%EC%9D%84%EC%9D%98_%ED%92%8D%EA%B2%BD,본문/시/이상화 - 가을의 풍경 (1923-05-01).txt
시계열,1923-05-01,발표 월,시,잃어진 봄,김억,197,https://ko.wikisource.org/wiki/%ED%95%B4%ED%8C%8C%EB%A6%AC%EC%9D%98_%EB%85%B8%EB%9E%98/%EC%9E%83%EC%96%B4%EC%A7%84_%EB%B4%84,본문/시/김억 - 잃어진 봄 (1923-05-01).txt
시계열,1923-07-01,발표 월,동화,나비의 꿈,방정환,2602,https://ko.wikisource.org/wiki/%EB%82%98%EB%B9%84%EC%9D%98_%EA%BF%88,본문/동화/방정환 - 나비의 꿈 (1923-07-01).txt
시계열,1923-07-01,발표 월,동화,이상한 샘물,방정환,2629,https://ko.wikisource.org/wiki/%EC%9D%B4%EC%83%81%ED%95%9C_%EC%83%98%EB%AC%BC,본문/동화/방정환 - 이상한 샘물 (1923-07-01).txt
시계열,1923-07-01,발표 월,시,해 저문 나라에,홍사용,450,https://ko.wikisource.org/wiki/%ED%95%B4_%EC%A0%80%EB%AC%B8_%EB%82%98%EB%9D%BC%EC%97%90,본문/시/홍사용 - 해 저문 나라에 (1923-07-01).txt
시계열,1923-09-01,발표 월,시,가을밤,방정환,377,https://ko.wikisource.org/wiki/%EA%B0%80%EC%9D%84%EB%B0%A4,본문/시/방정환 - 가을밤 (1923-09-01).txt
시계열,1923-09-01,발표 월,시,그것은 모다 꿈이었지마는,홍사용,846,https://ko.wikisource.org/wiki/%EA%B7%B8%EA%B2%83%EC%9D%80_%EB%AA%A8%EB%8B%A4_%EA%BF%88%EC%9D%B4%EC%97%88%EC%A7%80%EB%A7%88%EB%8A%94,본문/시/홍사용 - 그것은 모다 꿈이었지마는 (1923-09-01).txt
시계열,1923-09-01,발표 월,수필,그리움의 한묵금,홍사용,10576,https://ko.wikisource.org/wiki/%EA%B7%B8%EB%A6%AC%EC%9B%80%EC%9D%98_%ED%95%9C%EB%AC%B6%EC%9D%8C,본문/수필/홍사용 - 그리움의 한묵금 (1923-09-01).txt
시계열,1923-09-01,발표 월,시,나는 왕이로소이다,홍사용,1165,https://ko.wikisource.org/wiki/%EB%82%98%EB%8A%94_%EC%99%95%EC%9D%B4%EB%A1%9C%EC%86%8C%EC%9D%B4%EB%8B%A4,본문/시/홍사용 - 나는 왕이로소이다 (1923-09-01).txt
시계열,1923-09-01,발표 월,시,나의 침실(寢室)로,이상화,863,https://ko.wikisource.org/wiki/%EB%82%98%EC%9D%98_%EC%B9%A8%EC%8B%A4%EB%A1%9C,본문/시/이상화 - 나의 침실(寢室)로 (1923-09-01).txt
시계열,1923-09-01,발표 월,시,마음의 ᄭᅩᆺ,이상화,268,https://ko.wikisource.org/wiki/%EB%A7%88%EC%9D%8C%EC%9D%98_%EA%BD%83,본문/시/이상화 - 마음의 ᄭᅩᆺ (1923-09-01).txt
시계열,1923-09-01,발표 월,시,묘장,홍사용,735,https://ko.wikisource.org/wiki/%EB%AC%98%EC%9E%A5,본문/시/홍사용 - 묘장 (1923-09-01).txt
시계열,1923-09-01,창작 월,소설,십삼원,최서해,3068,https://ko.wikisource.org/wiki/%EC%8B%AD%EC%82%BC%EC%9B%90,본문/소설/최서해 - 십삼원 (1923-09-01).txt
시계열,1923-09-01,발표 월,소설,여이발사,나도향,4572,https://ko.wikisource.org/wiki/%EC%97%AC%EC%9D%B4%EB%B0%9C%EC%82%AC,본문/소설/나도향 - 여이발사 (1923-09-01).txt
시계열,1923-09-01,발표 월,시,이중(二重)의 사망,이상화,901,https://ko.wikisource.org/wiki/%EC%9D%B4%EC%A4%91%EC%9D%98_%EC%82%AC%EB%A7%9D,본문/시/이상화 - 이중(二重)의 사망 (1923-09-01).txt
시계열,1923-09-01,발표 월,소설,저승길,홍사용,13669,https://ko.wikisource.org/wiki/%EC%A0%80%EC%8A%B9%EA%B8%B8,본문/소설/홍사용 - 저승길 (1923-09-01).txt
시계열,1923-09-01,발표 월,수필,추창만초,방정환,1450,https://ko.wikisource.org/wiki/%EC%B6%94%EC%B0%BD%EB%A7%8C%EC%B4%88,본문/수필/방정환 - 추창만초 (1923-09-01).txt
시계열,1923-09-01,발표 월,소설,할머니의 죽음,현진건,7255,https://ko.wikisource.org/wiki/%ED%95%A0%EB%A8%B8%EB%8B%88%EC%9D%98_%EC%A3%BD%EC%9D%8C,본문/소설/현진건 - 할머니의 죽음 (1923-09-01).txt
시계열,1923-10-01,발표 월,시,가는 길,김소월,107,https://ko.wikisource.org/wiki/%EC%A7%84%EB%8B%AC%EB%9E%98%EA%BD%83_%28%EC%8B%9C%EC%A7%91%29/%EA%B0%80%EB%8A%94_%EA%B8%B8,본문/시/김소월 - 가는 길 (1923-10-01).txt
시계열,1923-10-01,발표 월,시,바라건대는 우리에게 우리의 보습 대일 땅이 있었더면,김소월,270,https://ko.wikisource.org/wiki/%EC%A7%84%EB%8B%AC%EB%9E%98%EA%BD%83_%28%EC%8B%9C%EC%A7%91%29/%EB%B0%94%EB%9D%BC%EA%B1%B4%EB%8C%80%EB%8A%94_%EC%9A%B0%EB%A6%AC%EC%97%90%EA%B2%8C_%EC%9A%B0%EB%A6%AC%EC%9D%98_%EB%B3%B4%EC%8A%B5_%EB%8C%80%EC%9D%BC_%EB%95%85%EC%9D%B4_%EC%9E%88%EC%97%88%EB%8D%94%EB%A9%B4,본문/시/김소월 - 바라건대는 우리에게 우리의 보습 대일 땅이 있었더면 (1923-10-01).txt
시계열,1923-10-01,발표 월,소설,행랑자식,나도향,9688,https://ko.wikisource.org/wiki/%ED%96%89%EB%9E%91%EC%9E%90%EC%8B%9D,본문/소설/나도향 - 행랑자식 (1923-10-01).txt
시계열,1923-10-26,발표일,시,독백,이상화,234,https://ko.wikisource.org/wiki/%EB%8F%85%EB%B0%B1_%28%EC%9D%B4%EC%83%81%ED%99%94%29,본문/시/이상화 - 독백 (1923-10-26).txt
시계열,1923-10-31,발표일,수필,하잔한 쪼각 달,박용철,294,https://ko.wikisource.org/wiki/%EB%B0%95%EC%9A%A9%EC%B2%A0_%EC%82%B0%EB%AC%B8%EC%A7%91/%ED%95%98%EC%9E%94%ED%95%9C_%EC%AA%BC%EA%B0%81_%EB%8B%AC,본문/수필/박용철 - 하잔한 쪼각 달 (1923-10-31).txt
시계열,1924-01-01,발표 연도,소설,H君(군)을 생각하고,이광수,12676,https://ko.wikisource.org/wiki/H%EA%B5%B0%EC%9D%84_%EC%83%9D%EA%B0%81%ED%95%98%EA%B3%A0,본문/소설/이광수 - H君(군)을 생각하고 (1924-01-01).txt
시계열,1924-01-01,발표 연도,시,그 때가 언제나 옵니까,변영로,251,https://ko.wikisource.org/wiki/%EA%B7%B8_%EB%95%8C%EA%B0%80_%EC%96%B8%EC%A0%9C%EB%82%98_%EC%98%B5%EB%8B%88%EA%B9%8C,본문/시/변영로 - 그 때가 언제나 옵니까 (1924-01-01).txt
시계열,1924-01-01,발표 연도,소설,그립은 흘긴 눈,현진건,6563,https://ko.wikisource.org/wiki/%EA%B7%B8%EB%A6%BD%EC%9D%80_%ED%9D%98%EA%B8%B4_%EB%88%88,본문/소설/현진건 - 그립은 흘긴 눈 (1924-01-01).txt
시계열,1924-01-01,발표 연도,소설,까막잡기,현진건,8389,https://ko.wikisource.org/wiki/%EA%B9%8C%EB%A7%89%EC%9E%A1%EA%B8%B0,본문/소설/현진건 - 까막잡기 (1924-01-01).txt
시계열,1924-01-01,발표 연도,시,눈,변영로,97,https://ko.wikisource.org/wiki/%EB%88%88_%28%EB%B3%80%EC%98%81%EB%A1%9C%29,본문/시/변영로 - 눈 (1924-01-01).txt
시계열,1924-01-01,발표 월,동화,두더지의 혼인,방정환,2748,https://ko.wikisource.org/wiki/%EB%91%90%EB%8D%94%EC%A7%80%EC%9D%98_%ED%98%BC%EC%9D%B8,본문/동화/방정환 - 두더지의 혼인 (1924-01-01).txt
시계열,1924-01-01,발표 연도,소설,마리아의 재주꾼,아나톨 프랑스,4627,https://ko.wikisource.org/wiki/%EB%A7%88%EB%A6%AC%EC%95%84%EC%9D%98_%EC%9E%AC%EC%A3%BC%EA%BE%BC,본문/소설/아나톨 프랑스 - 마리아의 재주꾼 (1924-01-01).txt
시계열,1924-01-01,발표 연도,소설,매월,최서해,8225,https://ko.wikisource.org/wiki/%EB%A7%A4%EC%9B%94,본문/소설/최서해 - 매월 (1924-01-01).txt
시계열,1924-01-01,발표 연도,소설,목숨,김동인,13372,https://ko.wikisource.org/wiki/%EB%AA%A9%EC%88%A8,본문/소설/김동인 - 목숨 (1924-01-01).txt
시계열,1924-01-01,발표 연도,시,못 놓이는 마음,변영로,44,https://ko.wikisource.org/wiki/%EB%AA%BB_%EB%86%93%EC%9D%B4%EB%8A%94_%EB%A7%88%EC%9D%8C,본문/시/변영로 - 못 놓이는 마음 (1924-01-01).txt
시계열,1924-01-01,발표 연도,수필,뭉게구름의 秘密,방정환,1340,https://ko.wikisource.org/wiki/%EB%AD%89%EA%B2%8C%EA%B5%AC%EB%A6%84%EC%9D%98_%EB%B9%84%EB%B0%80,본문/수필/방정환 - 뭉게구름의 秘密 (1924-01-01).txt
시계열,1924-01-01,발표 연도,시,버러지도 싫다하올 이 몸이,변영로,269,https://ko.wikisource.org/wiki/%EB%B2%84%EB%9F%AC%EC%A7%80%EB%8F%84_%EC%8B%AB%EB%8B%A4%ED%95%98%EC%98%AC_%EC%9D%B4_%EB%AA%B8%EC%9D%B4,본문/시/변영로 - 버러지도 싫다하올 이 몸이 (1924-01-01).txt
시계열,1924-01-01,발표 연도,시,벗들이여,변영로,204,https://ko.wikisource.org/wiki/%EB%B2%97%EB%93%A4%EC%9D%B4%EC%97%AC,본문/시/변영로 - 벗들이여 (1924-01-01).txt
시계열,1924-01-01,발표 연도,시,사랑은,변영로,86,https://ko.wikisource.org/wiki/%EC%82%AC%EB%9E%91%EC%9D%80,본문/시/변영로 - 사랑은 (1924-01-01).txt
시계열,1924-01-01,발표 연도,시,생시에 못 뵈올 님을,변영로,130,https://ko.wikisource.org/wiki/%EC%83%9D%EC%8B%9C%EC%97%90_%EB%AA%BB_%EB%B5%88%EC%98%AC_%EC%9E%84%EC%9D%84,본문/시/변영로 - 생시에 못 뵈올 님을 (1924-01-01).txt
시계열,1924-01-01,발표 연도,시,서 대신에,변영로,128,https://ko.wikisource.org/wiki/%EC%84%9C_%EB%8C%80%EC%8B%A0%EC%97%90,본문/시/변영로 - 서 대신에 (1924-01-01).txt
시계열,1924-01-01,저자 문서 발표 연도,소설,세 길로,채만식,4506,https://ko.wikisource.org/wiki/%EC%84%B8%EA%B8%B8%EB%A1%9C,본문/소설/채만식 - 세 길로 (1924-01-01).txt
시계열,1924-01-01,발표 연도,시,오마르 카이얌의 시,김억,3034,https://ko.wikisource.org/wiki/%EC%98%A4%EB%A7%88%EB%A5%B4_%EC%B9%B4%EC%9D%B4%EC%96%8C%EC%9D%98_%EC%8B%9C,본문/시/김억 - 오마르 카이얌의 시 (1924-01-01).txt
시계열,1924-01-01,발표 연도,단편소설,운수 좋은 날,현진건,7549,https://ko.wikisource.org/wiki/%EC%9A%B4%EC%88%98_%EC%A2%8B%EC%9D%80_%EB%82%A0,본문/단편소설/현진건 - 운수 좋은 날 (1924-01-01).txt
시계열,1924-01-01,발표 연도,소설,자기를 찾기 전,나도향,14578,https://ko.wikisource.org/wiki/%EC%9E%90%EA%B8%B0%EB%A5%BC_%EC%B0%BE%EA%B8%B0_%EC%A0%84,본문/소설/나도향 - 자기를 찾기 전 (1924-01-01).txt
시계열,1924-01-01,발표 연도,소설,전차 차장의 일기 몇 절,나도향,7108,https://ko.wikisource.org/wiki/%EC%A0%84%EC%B0%A8_%EC%B0%A8%EC%9E%A5%EC%9D%98_%EC%9D%BC%EA%B8%B0_%EB%AA%87_%EC%A0%88,본문/소설/나도향 - 전차 차장의 일기 몇 절 (1924-01-01).txt
시계열,1924-01-01,발표 연도,장편소설,죽음,한용운,63075,https://ko.wikisource.org/wiki/%EC%A3%BD%EC%9D%8C,본문/장편소설/한용운 - 죽음 (1924-01-01).txt
시계열,1924-01-01,발표 연도,시,차라리 달 없는 밤이드면,변영로,67,https://ko.wikisource.org/wiki/%EC%B0%A8%EB%9D%BC%EB%A6%AC_%EB%8B%AC_%EC%97%86%EB%8A%94_%EB%B0%A4%EC%9D%B4%EB%93%9C%EB%A9%B4,본문/시/변영로 - 차라리 달 없는 밤이드면 (1924-01-01).txt
시계열,1924-01-01,발표 연도,시,친애하는 벗이여,변영로,199,https://ko.wikisource.org/wiki/%EC%B9%9C%EC%95%A0%ED%95%98%EB%8A%94_%EB%B2%97%EC%9D%B4%EC%97%AC,본문/시/변영로 - 친애하는 벗이여 (1924-01-01).txt
시계열,1924-01-01,저자 문서 발표 연도,단편소설,피고,김동인,3082,https://ko.wikisource.org/wiki/%ED%94%BC%EA%B3%A0,본문/단편소설/김동인 - 피고 (1924-01-01).txt
시계열,1924-02-01,발표 월,동화,膳物[선물] 아닌 膳物[선물],방정환,2207,https://ko.wikisource.org/wiki/%EC%84%A0%EB%AC%BC_%EC%95%84%EB%8B%8C_%EC%84%A0%EB%AC%BC,본문/동화/방정환 - 膳物[선물] 아닌 膳物[선물] (1924-02-01).txt
시계열,1924-02-01,발표 월,소설,거칠은 터,김동인,18552,https://ko.wikisource.org/wiki/%EA%B1%B0%EC%B9%A0%EC%9D%80_%ED%84%B0,본문/소설/김동인 - 거칠은 터 (1924-02-01).txt
시계열,1924-02-01,발표 월,동화,금도끼,방정환,628,https://ko.wikisource.org/wiki/%EA%B8%88%EB%8F%84%EB%81%BC,본문/동화/방정환 - 금도끼 (1924-02-01).txt
시계열,1924-02-01,발표 월,수필,이러쿵 저러쿵,현진건,3807,https://ko.wikisource.org/wiki/%EC%9D%B4%EB%9F%AC%EC%BF%B5_%EC%A0%80%EB%9F%AC%EC%BF%B5,본문/수필/현진건 - 이러쿵 저러쿵 (1924-02-01).txt
시계열,1924-02-01,창작 월,소설,작은이의 이름,방정환,3057,https://ko.wikisource.org/wiki/%EC%9E%91%EC%9D%80_%EC%9D%B4%EC%9D%98_%EC%9D%B4%EB%A6%84,본문/소설/방정환 - 작은이의 이름 (1924-02-01).txt
시계열,1924-04-01,발표 월,소설,삼태성,방정환,3178,https://ko.wikisource.org/wiki/%EC%82%BC%ED%83%9C%EC%84%B1,본문/소설/방정환 - 삼태성 (1924-04-01).txt
시계열,1924-04-02,발표일,소설,발,현진건,6145,https://ko.wikisource.org/wiki/%EB%B0%9C,본문/소설/현진건 - 발 (1924-04-02).txt
시계열,1924-05-01,발표 월,동화,4월 그믐날 밤,방정환,2190,https://ko.wikisource.org/wiki/4%EC%9B%94_%EA%B7%B8%EB%AF%90%EB%82%A0_%EB%B0%A4,본문/동화/방정환 - 4월 그믐날 밤 (1924-05-01).txt
시계열,1924-05-01,발표 월,시,봄은 고양이로다,이장희,105,https://ko.wikisource.org/wiki/%EB%B4%84%EC%9D%80_%EA%B3%A0%EC%96%91%EC%9D%B4%EB%A1%9C%EB%8B%A4,본문/시/이장희 - 봄은 고양이로다 (1924-05-01).txt
시계열,1924-05-01,발표 월,시,새 한 마리,이장희,78,https://ko.wikisource.org/wiki/%EC%83%88_%ED%95%9C_%EB%A7%88%EB%A6%AC,본문/시/이장희 - 새 한 마리 (1924-05-01).txt
시계열,1924-05-01,발표 월,시,책 한 권,강경애,195,https://ko.wikisource.org/wiki/%EC%B1%85_%ED%95%9C_%EA%B6%8C,본문/시/강경애 - 책 한 권 (1924-05-01).txt
시계열,1924-05-15,창작일,수필,어린이 讚美[찬미],방정환,3363,https://ko.wikisource.org/wiki/%EC%96%B4%EB%A6%B0%EC%9D%B4_%EC%B0%AC%EB%AF%B8,본문/수필/방정환 - 어린이 讚美[찬미] (1924-05-15).txt
시계열,1924-07-01,발표 월,소설,"(명작 동화) 큰 바보, 큰 괘사 막보의 큰 장사",방정환,5304,https://ko.wikisource.org/wiki/%EB%A7%89%EB%B3%B4%EC%9D%98_%ED%81%B0_%EC%9E%A5%EC%82%AC,"본문/소설/방정환 - (명작 동화) 큰 바보, 큰 괘사 막보의 큰 장사 (1924-07-01).txt"
시계열,1924-07-01,발표 월,소설,개구리 왕자,방정환,2875,https://ko.wikisource.org/wiki/%EA%B0%9C%EA%B5%AC%EB%A6%AC_%EC%99%95%EC%9E%90,본문/소설/방정환 - 개구리 왕자 (1924-07-01).txt
시계열,1924-08-01,발표 월,수필,사랑,이광수,2456,https://ko.wikisource.org/wiki/%EC%82%AC%EB%9E%91_%28%EC%88%98%ED%95%84%29,본문/수필/이광수 - 사랑 (1924-08-01).txt
시계열,1924-08-01,발표 월,장편소설,유서,김동인,32825,https://ko.wikisource.org/wiki/%EC%9C%A0%EC%84%9C,본문/장편소설/김동인 - 유서 (1924-08-01).txt
시계열,1924-09-01,발표 월,수필,손가락,이광수,1676,https://ko.wikisource.org/wiki/%EC%86%90%EA%B0%80%EB%9D%BD,본문/수필/이광수 - 손가락 (1924-09-01).txt
시계열,1924-10-01,발표 월,소설,고국,최서해,3424,https://ko.wikisource.org/wiki/%EA%B3%A0%EA%B5%AD,본문/소설/최서해 - 고국 (1924-10-01).txt
시계열,1924-10-01,발표 월,시,귀뜨라미,방정환,102,https://ko.wikisource.org/wiki/%EA%B7%80%EB%9C%A8%EB%9D%BC%EB%AF%B8,본문/시/방정환 - 귀뜨라미 (1924-10-01).txt
시계열,1924-10-01,발표 월,수필,어린 영혼,이광수,4814,https://ko.wikisource.org/wiki/%EC%96%B4%EB%A6%B0_%EC%98%81%ED%98%BC,본문/수필/이광수 - 어린 영혼 (1924-10-01).txt
시계열,1924-11-01,발표 월,소설,재생,이광수,273788,https://ko.wikisource.org/wiki/%EC%9E%AC%EC%83%9D_%28%EC%9D%B4%EA%B4%91%EC%88%98%29,본문/소설/이광수 - 재생 (1924-11-01).txt
시계열,1924-12-01,발표 월,시,늙은 잠자리,방정환,98,https://ko.wikisource.org/wiki/%EB%8A%99%EC%9D%80_%EC%9E%A0%EC%9E%90%EB%A6%AC,본문/시/방정환 - 늙은 잠자리 (1924-12-01).txt
시계열,1924-12-01,발표 월,시,방문 거절,이상화,247,https://ko.wikisource.org/wiki/%EB%B0%A9%EB%AC%B8_%EA%B1%B0%EC%A0%88,본문/시/이상화 - 방문 거절 (1924-12-01).txt
시계열,1924-12-01,발표 월,단편소설,어떤 아침,이광수,3380,https://ko.wikisource.org/wiki/%EC%96%B4%EB%96%A4_%EC%95%84%EC%B9%A8,본문/단편소설/이광수 - 어떤 아침 (1924-12-01).txt
시계열,1924-12-01,발표 월,수필,연분,이광수,3802,https://ko.wikisource.org/wiki/%EC%97%B0%EB%B6%84,본문/수필/이광수 - 연분 (1924-12-01).txt
시계열,1924-12-01,발표 월,시,지반정경,이상화,544,https://ko.wikisource.org/wiki/%EC%A7%80%EB%B0%98_%EC%A0%95%EA%B2%BD,본문/시/이상화 - 지반정경 (1924-12-01).txt
시계열,1924-12-01,발표 월,시,허무교도(虛無敎徒)의 찬송가,이상화,545,https://ko.wikisource.org/wiki/%ED%97%88%EB%AC%B4_%EA%B5%90%EB%8F%84%EC%9D%98_%EC%B0%AC%EC%86%A1%EA%B0%80,본문/시/이상화 - 허무교도(虛無敎徒)의 찬송가 (1924-12-01).txt
시계열,1925-01-01,발표 연도,단편소설,B사감과 러브레터,현진건,3973,https://ko.wikisource.org/wiki/B%EC%82%AC%EA%B0%90%EA%B3%BC_%EB%9F%AC%EB%B8%8C%EB%A0%88%ED%84%B0,본문/단편소설/현진건 - B사감과 러브레터 (1925-01-01).txt
시계열,1925-01-01,발표 연도,소설,J 의사의 고백,나도향,10706,https://ko.wikisource.org/wiki/J_%EC%9D%98%EC%82%AC%EC%9D%98_%EA%B3%A0%EB%B0%B1,본문/소설/나도향 - J 의사의 고백 (1925-01-01).txt
시계열,1925-01-01,발표 월,단편소설,X氏,김동인,1341,https://ko.wikisource.org/wiki/X%EC%94%A8,본문/단편소설/김동인 - X氏 (1925-01-01).txt
시계열,1925-01-01,발표 연도,시,가을,강경애,174,https://ko.wikisource.org/wiki/%EA%B0%80%EC%9D%84_%28%EA%B0%95%EA%B2%BD%EC%95%A0%29,본문/시/강경애 - 가을 (1925-01-01).txt
시계열,1925-01-01,발표 연도,수필,가을이 왔다,최남선,1913,https://ko.wikisource.org/wiki/%EA%B0%80%EC%9D%84%EC%9D%B4_%EC%99%94%EB%8B%A4,본문/수필/최남선 - 가을이 왔다 (1925-01-01).txt
시계열,1925-01-01,발표 월,시,가장 비통(悲痛)한 기욕,이상화,219,https://ko.wikisource.org/wiki/%EA%B0%80%EC%9E%A5_%EB%B9%84%ED%86%B5%ED%95%9C_%EA%B8%B0%EC%9A%95,본문/시/이상화 - 가장 비통(悲痛)한 기욕 (1925-01-01).txt
시계열,1925-01-01,발표 연도,단편소설,감자,김동인,4648,https://ko.wikisource.org/wiki/%EA%B0%90%EC%9E%90,본문/단편소설/김동인 - 감자 (1925-01-01).txt
시계열,1925-01-01,수록 문집 간행 연도,동화,개구리 왕자,이정호,3417,https://ko.wikisource.org/wiki/%EC%84%B8%EA%B3%84%EC%9D%BC%EC%A3%BC_%EB%8F%99%ED%99%94%EC%A7%91/%EA%B0%9C%EA%B5%AC%EB%A6%AC_%EC%99%95%EC%9E%90,본문/동화/이정호 - 개구리 왕자 (1925-01-01).txt
시계열,1925-01-01,발표 연도,소설,계집 하인,나도향,6042,https://ko.wikisource.org/wiki/%EA%B3%84%EC%A7%91_%ED%95%98%EC%9D%B8,본문/소설/나도향 - 계집 하인 (1925-01-01).txt
