제목,저자,장르,연도,연도 근거,링크,발행처,비고,통합 통계
떠나보낼 수 없는 세월,,기타,,발표 시기 미상,,,번역서 1종 · 예: Year of impossible goodbyes,포함
NATIVE SPEAKER,,기타,,발표 시기 미상,,,번역서 1종 · 예: NATIVE SPEAKER,포함
황순원 단편선,,기타,,발표 시기 미상,,,번역서 1종 · 예: ПЉУСАК И ДРУГЕ ПРИЧЕ,포함
"사월의 미, 칠월의 솔",,기타,,발표 시기 미상,,,번역서 2종 · 예: Der Wundergeiger auf der Palliativstation,포함
(그림과 명칭으로 보는)한국의 문화유산,,기타,,발표 시기 미상,,,번역서 1종 · 예: 韩国文化遗产之旅,중복 제외 (앞 순위 출처에 있음)
영웅초한지,,기타,,발표 시기 미상,,,번역서 1종 · 예: 楚汉英雄志. 1-5,포함
세계의 역사와 문명을 찾아가는 만화 스쿨 2: 원시인 학교 가기,,기타,,발표 시기 미상,,,번역서 1종 · 예: 原始人大冒险,포함
세계의 역사와 문명을 찾아가는 만화 스쿨 3: 파라오 학교 가기,,기타,,발표 시기 미상,,,번역서 1종 · 예: 古埃及大冒险,포함
"아, 입이 없는 것들",,기타,,발표 시기 미상,,,"번역서 3종 · 예: Ah, Mouthless Things",포함
단 한번 보지 못한 내 꽃들,,기타,,발표 시기 미상,,,번역서 1종 · 예: Flores Mias Que Nunca Las He Visto,포함
분신들,,기타,,발표 시기 미상,,,번역서 1종 · 예: 分身人,포함
한국현당대문학 경전해독,,기타,,발표 시기 미상,,,번역서 1종 · 예: 韩国现当代文学经典解读,포함
무진기행,,단편소설,,발표 시기 미상,,,"번역서 5종 · 예: Viaje a Muyin, ciudad de la niebla",포함
뭐냐?: 고은 시선집,,시,,발표 시기 미상,,,번역서 2종 · 예: Qu’est-ce ?,포함
전후의 탄생,,기타,,발표 시기 미상,,,번역서 1종 · 예: 〈戦後〉の誕生―戦後日本と「朝鮮」の境界,포함
디디의 우산,,기타,,발표 시기 미상,,,번역서 2종 · 예: ディディの傘,포함
세계화 시대의 판소리와 창극,,기타,,발표 시기 미상,,,번역서 1종 · 예: Bonjour Pansori !,포함
토지: 1부 2권,,기타,,발표 시기 미상,,,번역서 1종 · 예: 土地: 第1部 第2卷,포함
한잔의 붉은 거울,,기타,,발표 시기 미상,,,번역서 1종 · 예: A Drink of Red Mirror,포함
아몬드,,기타,,발표 시기 미상,,,번역서 16종 · 예: Ametlla,포함
a novel of World War Two. 오 하느님,,기타,,발표 시기 미상,,,번역서 1종 · 예: How in Heaven's Name,포함
Blue Stallion : poems of Yu Chi-whan,,시,,발표 시기 미상,,,번역서 1종 · 예: Blue Stallion : poems of Yu Chi-whan,중복 제외 (앞 순위 출처에 있음)
성찬경 시선,,시,,발표 시기 미상,,,번역서 1종 · 예: Translucency: selected poems of Chankyung Sung,포함
인도인을 위한 한국어,,기타,,발표 시기 미상,,,번역서 1종 · 예: Korean Language in India,포함
한국영화 100년사,,기타,,발표 시기 미상,,,번역서 1종 · 예: 韓国映画100年史: その誕生からグローバル展開まで,포함
현남 오빠에게,,기타,,발표 시기 미상,,,번역서 3종 · 예: ヒョンナムオッパへ,포함
사지를 넘어 귀향까지 : 일제 강제 징용 수기,,기타,,발표 시기 미상,,,번역서 1종 · 예: 死地を越え歸鄕まで,포함
강아지로 변한 날,,기타,,발표 시기 미상,,,번역서 1종 · 예: 说脏话一点儿也不帅,포함
Journal of Korean literature & Culture / 아젤리아,,기타,,발표 시기 미상,,,번역서 1종 · 예: Azalea,포함
이,,기타,,발표 시기 미상,,,번역서 1종 · 예: The Clowns,포함
한국계 미국문학의 이해,,기타,,발표 시기 미상,,,"번역서 1종 · 예: Understanding Korean American Literature: American Dream, Self-Identify & Assimilation",포함
벼랑의 꿈,,기타,,발표 시기 미상,,,번역서 2종 · 예: Songe de la falaise : suivi d'un choix de poèmes,포함
건정필담 2,,기타,,발표 시기 미상,,,번역서 1종 · 예: 乾浄筆譚 : 朝鮮燕行使の北京筆談録 2,포함
파도야 놀자,,기타,,발표 시기 미상,,,번역서 1종 · 예: Wave,포함
나는 누구일까요?,,기타,,발표 시기 미상,,,번역서 1종 · 예: 我是谁,포함
슬픈 게이,,기타,,발표 시기 미상,,,번역서 1종 · 예: El maricón triste,포함
관부연락선,,기타,,발표 시기 미상,,,번역서 1종 · 예: 関釜連絡船,포함
토지: 1부 3권,,기타,,발표 시기 미상,,,번역서 1종 · 예: 土地: 第1部 第3卷,포함
Founder of Korea's Choson Dynasty / 태조실록 = 太祖康獻大王實錄,,기타,,발표 시기 미상,,,번역서 1종 · 예: The Annals of King T'aejo,포함
조선 양반의 일생,,기타,,발표 시기 미상,,,번역서 1종 · 예: 朝鲜两班的一生,포함
"한반도식 통일, 현재진행형",,기타,,발표 시기 미상,,,번역서 1종 · 예: 朝鮮半島の平和と統一,포함
The Making of an Oriental Yankee / 동양선비 서양에 가시다,,기타,,발표 시기 미상,,,번역서 1종 · 예: East Goes West,포함
Ma vie dans la supérette,,기타,,발표 시기 미상,,,번역서 1종 · 예: Ma vie dans la supérette,중복 제외 (앞 순위 출처에 있음)
새,,기타,,발표 시기 미상,,,번역서 7종 · 예: 鳥,포함
Traduire la vie: meeting nº I3 - textes bilingues,,기타,,발표 시기 미상,,,번역서 1종 · 예: Traduire la vie: meeting nº I3 - textes bilingues,중복 제외 (앞 순위 출처에 있음)
스무고개 탐정과 마술사2,,기타,,발표 시기 미상,,,번역서 1종 · 예: 猫咪遭袭事件,포함
스무고개 탐정과 마술사1,,기타,,발표 시기 미상,,,번역서 1종 · 예: 二十问侦探和魔术师,포함
séoul/port-au-prince : revue bilingue,,기타,,발표 시기 미상,,,번역서 1종 · 예: séoul/port-au-prince : revue bilingue,중복 제외 (앞 순위 출처에 있음)
그대의 차가운 손,,기타,,발표 시기 미상,,,번역서 2종 · 예: Deine kalten Hände,포함
아리랑 1권,,기타,,발표 시기 미상,,,번역서 1종 · 예: ARIRANG (Volume 1) : Nos terres son notre vie,포함
유리체를 통과하다,,기타,,발표 시기 미상,,,번역서 1종 · 예: ガラス体を貫通する,포함
소리는 어떻게 날까,,기타,,발표 시기 미상,,,번역서 1종 · 예: Como o som é produzido,포함
활활 타오르는 불꽃,,기타,,발표 시기 미상,,,번역서 1종 · 예: O livro do fogo,포함
디엔에이가 뭐예요?,,기타,,발표 시기 미상,,,번역서 1종 · 예: O que é DNA?,포함
정글만리,,기타,,발표 시기 미상,,,번역서 1종 · 예: The Human Jungle,포함
생강,,기타,,발표 시기 미상,,,번역서 3종 · 예: The Catcher in the Loft,포함
아티스트,,기타,,발표 시기 미상,,,번역서 1종 · 예: Artist,포함
한국고전문학입문서,,기타,,발표 시기 미상,,,번역서 4종 · 예: HISTORIA DE LA LITERATURA COREANA DE LA EDAD ANTIGUA AL SIGLO XIX,포함
꽈리열매 세탁공장,,기타,,발표 시기 미상,,,번역서 1종 · 예: Olympic Boulevard,포함
한국의 사상,,기타,,발표 시기 미상,,,번역서 1종 · 예: (La)pensée Coréenne : Aux sources de l`Esprit-Coeur : Essai,포함
간송 전형필,,기타,,발표 시기 미상,,,번역서 1종 · 예: 澗松・全鎣弼物語 : 民族文化遺産の守護神,포함
테러리스트,,단편소설,,발표 시기 미상,,,번역서 1종 · 예: Le terroriste et autres nouvelles,포함
시인,,시,,발표 시기 미상,,,번역서 13종 · 예: Der Dichter,포함
그로테스크,,기타,,발표 시기 미상,,,번역서 1종 · 예: Grotesco,포함
사람의 향기,,기타,,발표 시기 미상,,,번역서 1종 · 예: Menschenduft,포함
길 위의 집,,기타,,발표 시기 미상,,,번역서 3종 · 예: Das Haus auf dem Weg,포함
여지도,,시,,발표 시기 미상,,,번역서 1종 · 예: Traveler Maps: Poems By Ko Un : poems,포함
한낮의 시선,,기타,,발표 시기 미상,,,번역서 1종 · 예: 真昼の視線,포함
아들과 함께 걷는 길,,기타,,발표 시기 미상,,,번역서 1종 · 예: El canmino andado con mi hijo,포함
불망비(不忘碑),,기타,,발표 시기 미상,,,번역서 1종 · 예: Der Gedenkstein,포함
후설,,기타,,발표 시기 미상,,,번역서 1종 · 예: The King''s Mouthpiece,포함
로기완을 만났다,,기타,,발표 시기 미상,,,번역서 3종 · 예: I Met Loh Kiwan,포함
조선전기 불복장직물의 연구,,기타,,발표 시기 미상,,,번역서 1종 · 예: 朝鮮前期仏像納入織物の研究 : 黒石寺阿弥陀仏像納入織物を中心に,포함
고양이 학교 1: 수정동굴의 비밀,,기타,,발표 시기 미상,,,번역서 1종 · 예: Кошачья школа: Тайна хрустальной пещеры,포함
동물원,,기타,,발표 시기 미상,,,번역서 1종 · 예: The zoo,포함
개구리가 알을 낳았어,,기타,,발표 시기 미상,,,번역서 1종 · 예: Look! a frog has laid its eggs,포함
別讓不好的房子害了你 / 집이 우리를 죽인다,,기타,,발표 시기 미상,,,번역서 1종 · 예: 房子的健康等于你的健康!,포함
두더지의 고민,,기타,,발표 시기 미상,,,번역서 1종 · 예: 鼴鼠的煩惱,포함
좀비들,,기타,,발표 시기 미상,,,번역서 4종 · 예: ゾンビたち,포함
허수경 시선,,시,,발표 시기 미상,,,번역서 1종 · 예: Poems by Huh Sukyung,포함
비밀과 거짓말,,기타,,발표 시기 미상,,,번역서 3종 · 예: Geheimnisse und Lügen,포함
태평천하,,기타,,발표 시기 미상,,,번역서 7종 · 예: Ein Frühlingstag im Paradies,포함
랩소디 인 베를린,,기타,,발표 시기 미상,,,번역서 1종 · 예: 柏林狂想曲,포함
동백꽃,,기타,,발표 시기 미상,,,번역서 3종 · 예: Kamelien,포함
수수밭으로 오세요,,기타,,발표 시기 미상,,,번역서 2종 · 예: 请到玉米地来,포함
한국근대문학선집 2권,,기타,,발표 시기 미상,,,번역서 2종 · 예: Storie dalla Corea : Un'antologia della letteratura coreana della prima metà del Novecento,포함
"précédé de, Il surveille son père ; et suivi de, Avec cette neige grise et sale / 저기 소리 없이 한점 꽃잎이 지고",,기타,,발표 시기 미상,,,"번역서 1종 · 예: Là-bas, sans bruit, tombe un pétale",포함
récit / 갈증의 시학,,기타,,발표 시기 미상,,,번역서 1종 · 예: Poétique de la soif,포함
풀,,기타,,발표 시기 미상,,,번역서 15종 · 예: Le Malerbe,포함
솔개,,시,,발표 시기 미상,,,번역서 1종 · 예: A Black Kite : Selected Poems of Kim Jong-Gil,포함
어느 날 내가 죽었습니다,,기타,,발표 시기 미상,,,번역서 3종 · 예: ถ้าวันหนึ่งนั้น ... ฉันตาย,포함
현장검증,,기타,,발표 시기 미상,,,번역서 2종 · 예: SEOUL COPYCAT,포함
roman / 카인의 후예,,기타,,발표 시기 미상,,,번역서 1종 · 예: (Les)descendants de Caïn,포함
roman / 움직이는 성,,기타,,발표 시기 미상,,,번역서 1종 · 예: (Le)château qui se meut,포함
별과 같이 살다,,기타,,발표 시기 미상,,,번역서 2종 · 예: (La)petite ourse,포함
도깨비 얼굴이 가장 커!,,기타,,발표 시기 미상,,,번역서 1종 · 예: 妖怪的脸最大,포함
"Rain, Sky, Wind, Port",,기타,,발표 시기 미상,,,"번역서 1종 · 예: Rain, Sky, Wind, Port",중복 제외 (앞 순위 출처에 있음)
입 속에 검은 잎,,기타,,발표 시기 미상,,,번역서 1종 · 예: Une feuille noire dans la bouch,포함
and other stories / 불의 강 외,,기타,,발표 시기 미상,,,번역서 1종 · 예: river of fire,포함
화려한 가출,,희곡,,발표 시기 미상,,,번역서 1종 · 예: The Great Retreat and Other Plays,포함
한국 도시 디자인 탐사,,기타,,발표 시기 미상,,,번역서 1종 · 예: Khám phá thiết kế đô thị Hàn Quốc,포함
목넘이 마을의 개,,기타,,발표 시기 미상,,,번역서 1종 · 예: (La)chienne de Moknomi,포함
roman / 나무들 비탈에 서다,,기타,,발표 시기 미상,,,번역서 1종 · 예: (Les)arbres sur la falaise,포함
손님,,기타,,발표 시기 미상,,,번역서 7종 · 예: L`Invité,포함
세한도 가는 길,,기타,,발표 시기 미상,,,번역서 1종 · 예: As I Walk Alone,포함
완득이,,기타,,발표 시기 미상,,,"번역서 3종 · 예: Eins – zwei, eins – zwei – drei",포함
숲 속 사진관,,기타,,발표 시기 미상,,,번역서 1종 · 예: 森林照相館,포함
국경을 넘는 그림자,,단편소설,,발표 시기 미상,,,번역서 1종 · 예: 越えてくる者、迎えいれる者: 脱北作家・韓国作家共同小説集,포함
철수,,기타,,발표 시기 미상,,,번역서 3종 · 예: Nowhere to Be Found,포함
한국문학 만들기,,기타,,발표 시기 미상,,,번역서 1종 · 예: Making of Korean Literature,포함
Korean buddhist sculpture : art and truth,,기타,,발표 시기 미상,,,번역서 1종 · 예: Korean buddhist sculpture : art and truth,중복 제외 (앞 순위 출처에 있음)
일지매,,기타,,발표 시기 미상,,,번역서 1종 · 예: อิลจีแม,포함
올해의 미숙,,기타,,발표 시기 미상,,,번역서 1종 · 예: MISUK LA CHICA DEL AÑO,포함
완전판 토지 12권,,기타,,발표 시기 미상,,,번역서 1종 · 예: 完全版 土地. 12卷,포함
흔들리지 않고 피는 꽃이 어디 있으랴,,기타,,발표 시기 미상,,,번역서 2종 · 예: ھیچ گلی بی حرکت نمی شکفد,포함
잘못은 신에게도 있다,,기타,,발표 시기 미상,,,번역서 1종 · 예: Ce n'est pas la faute de dieu,포함
미스터 모노레일,,기타,,발표 시기 미상,,,번역서 1종 · 예: MR. MONORAIL,포함
터널,,기타,,발표 시기 미상,,,번역서 2종 · 예: 失控隧道：我們都是沒有露臉的殺人者,포함
귤의 맛,,기타,,발표 시기 미상,,,번역서 4종 · 예: ミカンの味,포함
멈추지 않는 도전,,기타,,발표 시기 미상,,,번역서 1종 · 예: 信じるチカラ パクチソン自伝,포함
Korean Mask Dance Dramas : Their History and Structural Principles,,희곡,,발표 시기 미상,,,번역서 1종 · 예: Korean Mask Dance Dramas : Their History and Structural Principles,중복 제외 (앞 순위 출처에 있음)
Muestra de literatura coreana actual. 한국문학특집호,,기타,,발표 시기 미상,,,번역서 1종 · 예: Por la escalera del arco iris,포함
"하늘아이, 땅아이",,기타,,발표 시기 미상,,,번역서 1종 · 예: 天孩子，地孩子,포함
한국 현대시,,시,,발표 시기 미상,,,번역서 2종 · 예: DOUZE POÈTES CORÉENS CONTEMPORAINS,포함
이청준 소설선: 예언자 외,,소설,,발표 시기 미상,,,번역서 2종 · 예: DIE FEUERFRAU,포함
두 계절,,기타,,발표 시기 미상,,,번역서 1종 · 예: Two seasons,포함
neun Erzählungen / 장국영이 죽었다고?,,기타,,발표 시기 미상,,,번역서 1종 · 예: Was? Leslie Cheung ist tot?,포함
韓國の 企業社會と 勞使關係 : 勞使關係に おける デュアリズムの 深化,,기타,,발표 시기 미상,,,번역서 1종 · 예: 韓國の 企業社會と 勞使關係 : 勞使關係に おける デュアリズムの 深化,포함
삼국지,,기타,,발표 시기 미상,,,번역서 1종 · 예: (小説) 三国志 : 長編歴史小説,포함
"Kiss, kiss, bang!, bang!",,기타,,발표 시기 미상,,,번역서 1종 · 예: 曾经炽热爱着的 恋人们,포함
수학자의 아침,,기타,,발표 시기 미상,,,번역서 1종 · 예: 数学者の朝,포함
외국어 학습담,,기타,,발표 시기 미상,,,번역서 1종 · 예: 僕はなぜ一生外国語を学ぶのか,포함
한국현대문학: 1945-1990,,기타,,발표 시기 미상,,,번역서 1종 · 예: Modern Korean Literature: 1945-1990,포함
끊어진 다리,,기타,,발표 시기 미상,,,번역서 1종 · 예: Bridge,포함
한국현대문학소설,,소설,,발표 시기 미상,,,번역서 1종 · 예: Modern Korean Literature : An Anthology 1908-1965,포함
절망서점: 꿈을 포기한 9인이 만난 이야기,,기타,,발표 시기 미상,,,번역서 1종 · 예: 絶望書店: 夢をあきらめた９人が出会った物語,포함
트라우마 문학관: 잔혹해서 더 잊을 수 없는 12개의 이야기,,기타,,발표 시기 미상,,,번역서 1종 · 예: トラウマ文学館: ひどすぎるけど無視できない12の物語,포함
조선사회 이렇게 본다,,기타,,발표 시기 미상,,,번역서 1종 · 예: 朝鮮王朝面面觀,포함
"박막례, 이대로 죽을 순 없다",,기타,,발표 시기 미상,,,번역서 1종 · 예: ７１歳パク・マンネの人生大逆転,포함
나b책,,장편소설,,발표 시기 미상,,,"번역서 3종 · 예: Io, B e Libro",포함
레몬,,기타,,발표 시기 미상,,,번역서 5종 · 예: レモン,포함
토지 1,,기타,,발표 시기 미상,,,번역서 3종 · 예: LAND 1,포함
타워,,기타,,발표 시기 미상,,,번역서 4종 · 예: Tower,포함
실화 : (한국문학의 원류 단편선 3 (1939-1945)),,기타,,발표 시기 미상,,,번역서 1종 · 예: 失花 : (韓国文学の源流 短編選3),포함
16-19세기 한국 시조,,시조,,발표 시기 미상,,,번역서 1종 · 예: Корейская поэзия 16-19 вв. в жанре сиджо,포함
contemporary Korean fiction. 유형의 땅 외,,기타,,발표 시기 미상,,,번역서 1종 · 예: Land of Exile,포함
한국 선시집,,시,,발표 시기 미상,,,번역서 1종 · 예: Meditative poems by Korean monks,포함
"은서야, 겁내지마",,기타,,발표 시기 미상,,,번역서 1종 · 예: 恩实啊，别害怕,포함
그녀 이름은,,기타,,발표 시기 미상,,,번역서 5종 · 예: 彼女の名前は,포함
검은 개가 온다,,기타,,발표 시기 미상,,,번역서 1종 · 예: LE JOUR DU CHIEN NOIR,포함
동아시아 문학지 46권 2009년 5월:,,기타,,발표 시기 미상,,,번역서 1종 · 예: Hefte für Ostasiatische Literatur 46,포함
동아시아 문학지 44권 2008년 5월:,,기타,,발표 시기 미상,,,번역서 1종 · 예: Hefte für Ostasiatische Literatur 44,포함
동아시아문학지 54권 2013년 5월,,기타,,발표 시기 미상,,,번역서 1종 · 예: Hefte Für Ostasiatische Literatur 54,포함
수박 수영장,,기타,,발표 시기 미상,,,번역서 1종 · 예: すいかのプール,포함
环境的报复 / 반딧불이 환경만화: 환경의 역습 - 아픈 지구,,기타,,발표 시기 미상,,,번역서 1종 · 예: 生病的地球,포함
可再生能源 / 반딧불이 환경만화: 신재생 에너지 - 푸르른 지구,,기타,,발표 시기 미상,,,번역서 1종 · 예: 绿色的地球可再生能源,포함
수영장,,기타,,발표 시기 미상,,,번역서 1종 · 예: LA PISCINA,포함
심청,,장편소설,,발표 시기 미상,,,번역서 3종 · 예: COME L'ACQUA SUL FIORE DI LOTO,포함
et autres nouvelles / 상처,,기타,,발표 시기 미상,,,번역서 1종 · 예: LA PLAIE,포함
가면고,,기타,,발표 시기 미상,,,번역서 1종 · 예: Réflexions sur les masques,포함
깊고 푸른 밤,,기타,,발표 시기 미상,,,번역서 3종 · 예: Une nuit bleue et profonde : récit,포함
조선왕조의궤 국가의례와 그 기록,,기타,,발표 시기 미상,,,번역서 2종 · 예: 朝鮮王朝儀軌 儒教的国家儀礼の記録,포함
무방향 버스,,기타,,발표 시기 미상,,,번역서 1종 · 예: Bus errant,포함
놀라운 벌레세상,,기타,,발표 시기 미상,,,번역서 1종 · 예: 神奇的虫子世界,포함
선,,기타,,발표 시기 미상,,,번역서 1종 · 예: Lines,포함
공부하는 독종이 살아남는다,,기타,,발표 시기 미상,,,번역서 1종 · 예: 自发进化心理学,포함
아하!세계엔 이런 전쟁이 있었군요,,기타,,발표 시기 미상,,,번역서 1종 · 예: 啊哈！圖解影響世界的21場戰爭,포함
생각의 길을 알려 주는 철학 나침반,,기타,,발표 시기 미상,,,번역서 1종 · 예: 這樣一點都不公平!,포함
이상 산문선집,,기타,,발표 시기 미상,,,번역서 1종 · 예: Betriebsferien und andere Umstände,포함
Szkoła Kotów 고양이 학교 1권,,기타,,발표 시기 미상,,,번역서 1종 · 예: Szkoła Kotów 고양이 학교 1권,포함
과수원을 점령하라,,기타,,발표 시기 미상,,,번역서 1종 · 예: 占领果园,포함
나는 나로 살기로 했다,,기타,,발표 시기 미상,,,번역서 7종 · 예: 私は私のままで生きることにした,포함
깊은 적막의 끝 외,,단편소설,,발표 시기 미상,,,번역서 1종 · 예: Dead Silence and Other Stories of the Jeju massacre,포함
마른 꽃,,기타,,발표 시기 미상,,,번역서 1종 · 예: Weathered blossom,포함
한국의 언어,,기타,,발표 시기 미상,,,번역서 3종 · 예: Корейский Язык,포함
한국에서의 전쟁. 50년 후의 관점. 모스크바 국제학술대회 자료집,,기타,,발표 시기 미상,,,번역서 1종 · 예: Война в Корее 1959-1953. Взгляд через 50 лет. : Материалы научно-теоретической конференции.,포함
달 샤베트,,기타,,발표 시기 미상,,,번역서 3종 · 예: Ksiezycowy sorbet,포함
동아시아문학지 59권 2015년 11월,,기타,,발표 시기 미상,,,번역서 1종 · 예: Hefte Für Ostasiatische Literatur 59,포함
동아시아 문학지 50권 2011년 5월:,,기타,,발표 시기 미상,,,번역서 1종 · 예: Hefte Für Ostasiatische Literatur 50,포함
동아시아문학지 58권 2015년 5월,,기타,,발표 시기 미상,,,번역서 1종 · 예: Hefte Für Ostasiatische Literatur 58,포함
동아시아문학지 57권 2014년 11월,,기타,,발표 시기 미상,,,번역서 1종 · 예: Hefte Für ostasiatische Literatur 57,포함
동아시아문학지 56권 2014년 5월,,기타,,발표 시기 미상,,,번역서 1종 · 예: Hefte Für ostasiatische Literatur 56,포함
잃어버린 골목길,,기타,,발표 시기 미상,,,번역서 1종 · 예: Lost Alleys,포함
"roman / 심청, 연꽃의 길",,기타,,발표 시기 미상,,,"번역서 1종 · 예: Shim Chong, fille vendue",포함
남녘사람 북녘사람,,장편소설,,발표 시기 미상,,,번역서 8종 · 예: Ли ХочхольЮжане и северяне : роман,포함
내 여자의 열매,,기타,,발표 시기 미상,,,번역서 2종 · 예: 植物妻子,포함
완전판 한국·페미니즘·일본,,기타,,발표 시기 미상,,,번역서 1종 · 예: 完全版 韓国・フェミニズム・日本,포함
캐비닛,,기타,,발표 시기 미상,,,번역서 5종 · 예: Skříň #13,포함
인간문제,,기타,,발표 시기 미상,,,번역서 4종 · 예: የዕንባ ኩሬ,포함
나의 사랑 나의 조국,,기타,,발표 시기 미상,,,"번역서 1종 · 예: MEINE LIEBE, MEIN VATERLAND",포함
삐약이 엄마,,기타,,발표 시기 미상,,,번역서 3종 · 예: Chat Chelou,포함
완전판 토지 4권,,기타,,발표 시기 미상,,,번역서 1종 · 예: 完全版 土地. 4卷,포함
사과는 잘해요,,기타,,발표 시기 미상,,,번역서 6종 · 예: Măcar ne pricepem la scuze,포함
정지용 시선집,,시,,발표 시기 미상,,,번역서 1종 · 예: Nostalgia : Poems of Chung Ji-yong,포함
배고픈 꿈이,,기타,,발표 시기 미상,,,번역서 1종 · 예: 肚子餓的小青蛙,포함
연인,,기타,,발표 시기 미상,,,번역서 5종 · 예: Liebende : Eine poetische Fabel über die unermessliche Kraft verbundener Herzen,포함
고래와 수증기,,기타,,발표 시기 미상,,,번역서 1종 · 예: Whale and Vapor,포함
고요할수록 밝아지는 것들,,기타,,발표 시기 미상,,,번역서 2종 · 예: In der Stille findet das Glück dich leichter,포함
혀,,장편소설,,발표 시기 미상,,,번역서 4종 · 예: Lươi,포함
마지막 이벤트,,기타,,발표 시기 미상,,,번역서 1종 · 예: Le dernier évément,포함
동아시아문학지 53권 2012년 11월,,기타,,발표 시기 미상,,,번역서 1종 · 예: Hefte Für Ostasiatische Literatur 53,포함
동아시아 문학지 49권 2010년 11월:,,기타,,발표 시기 미상,,,번역서 1종 · 예: Hefte Für Ostasiatische Literatur 49,포함
동아시아 문학지 48권 2010년 5월:,,기타,,발표 시기 미상,,,번역서 1종 · 예: Hefte für Ostasiatische Literatur 48,포함
한국 페미니즘과 우리,,기타,,발표 시기 미상,,,번역서 1종 · 예: 韓国フェミニズムと私たち,포함
대체 뭐하자는 인간이지 싶었다,,기타,,발표 시기 미상,,,번역서 2종 · 예: 悲しくてかっこいい人,포함
손쉽게 배우는 인체구조와 기능,,기타,,발표 시기 미상,,,번역서 1종 · 예: 不一樣的人體使用手冊,포함
너는 모른다,,기타,,발표 시기 미상,,,번역서 2종 · 예: Тебе ли знать,포함
삼국사기 2,,기타,,발표 시기 미상,,,번역서 1종 · 예: TAM QUỐC SỬ KÝ II,포함
종이밥,,기타,,발표 시기 미상,,,번역서 1종 · 예: 纸饭,포함
빈 집에 온 손님,,기타,,발표 시기 미상,,,번역서 1종 · 예: 谁来到了空房子,포함
태양과 그 부모에 관한 신화. 한국의 고대 의식,,소설,,발표 시기 미상,,,번역서 1종 · 예: Миф о женщине-солнце и ее родителях : и его спутники в ритуальной традиции древней Кореи и соседних стран,포함
세종대왕,,기타,,발표 시기 미상,,,번역서 2종 · 예: König Sejong der Große : der Glanz Koreas im 15. Jahrhundert,포함
eine Kulturgeschichte / 역사 속의 한국 여인,,기타,,발표 시기 미상,,,번역서 1종 · 예: Frauen in Korea,포함
체공녀 강주룡,,기타,,발표 시기 미상,,,번역서 1종 · 예: 滞空女 屋根の上のモダンガール,포함
아홉번째 파도,,기타,,발표 시기 미상,,,번역서 1종 · 예: 第九の波,포함
물로 10년 더 건강하게 사는 법,,기타,,발표 시기 미상,,,번역서 1종 · 예: 这样喝水最健康,포함
당신도，그림처럼,,기타,,발표 시기 미상,,,번역서 1종 · 예: 人生不是单程旅行,포함
가만히 좋아하는,,기타,,발표 시기 미상,,,번역서 1종 · 예: Liking in Silence,포함
모랫말 아이들,,기타,,발표 시기 미상,,,번역서 1종 · 예: モレ村の子どもたち,포함
반차도로 따라가는 정조의 화성행차,,기타,,발표 시기 미상,,,번역서 1종 · 예: A Unique Banchado: The Documentary Painting With Commentary of King Jeongjo''s Royal Procession to Hwaseong in 1795,포함
생의 이면,,기타,,발표 시기 미상,,,번역서 4종 · 예: Ta druhá strana života,포함
천국에서,,기타,,발표 시기 미상,,,번역서 1종 · 예: Au paradis,포함
서른의 반격,,기타,,발표 시기 미상,,,번역서 3종 · 예: 三十歲的反擊,포함
백가면,,기타,,발표 시기 미상,,,번역서 1종 · 예: 白仮面,포함
한국테마 문학 선집: 한국의 마실거리,,기타,,발표 시기 미상,,,번역서 1종 · 예: Boire cent façons : La Corée par ses textes,포함
완벽하지 않은 것들에 대한 사랑,,기타,,발표 시기 미상,,,번역서 3종 · 예: Love for Imperfect Things,포함
돌아서서 떠나라,,기타,,발표 시기 미상,,,"번역서 1종 · 예: Va, ne te retourne pas : suivi de Fleurir-faner, fleurir-faner - et de Éteignez, s'il vous plaît",포함
김수영 시집,,시,,발표 시기 미상,,,번역서 1종 · 예: 金洙暎詩集,포함
2014 ПАРОВОЗЪ : ПОЭТИЧЕСКИЙ АЛЬМАНАХ-НАВИГАТОР СОЮЗА РОССИЙСКИХ ПИСАТЕЛЕЙ,,기타,,발표 시기 미상,,,번역서 1종 · 예: 2014 ПАРОВОЗЪ : ПОЭТИЧЕСКИЙ АЛЬМАНАХ-НАВИГАТОР СОЮЗА РОССИЙСКИХ ПИСАТЕЛЕЙ,중복 제외 (앞 순위 출처에 있음)
전우치전 최고운전,,기타,,발표 시기 미상,,,번역서 1종 · 예: Il poeta e il negromante,포함
옛 여인에 빠지다,,기타,,발표 시기 미상,,,번역서 2종 · 예: 韓国古小説の女たち,포함
자연주의 문학론,,평론,,발표 시기 미상,,,번역서 1종 · 예: 韓国の自然主義文学: 韓日仏の比較研究から,포함
어우야담,,단편소설,,발표 시기 미상,,,번역서 2종 · 예: I racconti di Ou,포함
얼음의 자서전: 최승호시집,,시,,발표 시기 미상,,,번역서 1종 · 예: 氷の自叙伝 : 崔勝鎬詩集,포함
"한국인의 신화: 저 너머, 저 속, 저 심연으로",,소설,,발표 시기 미상,,,번역서 1종 · 예: 韓国人的神话,포함
유리파수꾼,,기타,,발표 시기 미상,,,번역서 1종 · 예: ガラスの番人 - 韓国女性作家短編集 1925~1988年,포함
창비아기책 / 쪽,,기타,,발표 시기 미상,,,번역서 1종 · 예: 亲亲,포함
